word	pos	bin	lfpm10r	nonce_word	incorrect_answers	correct_answers	correct_odds	correct_log_odds	residual	pred
abszint	noun	26	-0.659	FALSE	4	26	5.4	1.6863989535702288	-0.48951883178868544	2.1759177853588696
abszolútérték	noun	18	-1.554	FALSE	0	38	39	3.6635616461296463	1.924065049713282	1.7394965964163935
adszorbens	adjective	20	-1.303	FALSE	26	15	0.5925925925925926	-0.5232481437645479	-2.3718500374165616	1.8486018936520128
aggófű	noun	20	-1.365	FALSE	22	8	0.391304347826087	-0.9382696385929302	-2.7868715322449438	1.8486018936520128
agronómus	noun	24	-0.862	FALSE	13	16	1.2142857142857142	0.1941560144409574	-1.8726564736822946	2.066812488123251
agráregyetem	noun	19	-1.479	FALSE	3	42	10.75	2.3749057545736716	0.5808565095394678	1.7940492450342032
agyag	noun	36	0.579	FALSE	1	32	16.5	2.803360380906535	0.08191610936956778	2.721444271536965
akarózik	verb	20	-1.395	FALSE	8	23	2.6666666666666665	0.9808292530117262	-0.8677726406402874	1.8486018936520128
aktív	adjective	49	2.072	FALSE	0	26	27	3.295836866004329	-0.13479183756416258	3.4306287035684884
alap	noun	47	1.812	FALSE	0	25	26	3.258096538021482	-0.06342686831139019	3.3215234063328696
alapszabály	noun	38	0.803	FALSE	0	32	33	3.4965075614664802	0.6659579926938941	2.830549568772584
alapszik	verb	39	0.885	FALSE	1	23	12	2.4849066497880004	-0.40019556760239544	2.8851022173903935
alexandrinus	noun	18	-1.605	FALSE	16	21	1.2941176470588236	0.25782910930209985	-1.4816674871142943	1.7394965964163935
alfél	noun	11	-2.365	FALSE	8	22	2.5555555555555554	0.9382696385929302	-0.41935841749879726	1.357628056091727
algoritmikus	adjective	29	-0.265	FALSE	3	32	8.25	2.1102132003465894	-0.22936253086571046	2.3395757312122982
alkalom	noun	45	1.587	FALSE	0	32	33	3.4965075614664802	0.284089452369227	3.212418109097251
alkot	verb	42	1.179	FALSE	0	24	25	3.2188758248682006	0.1701156616243761	3.0487601632438217
allodiális	adjective	18	-1.526	FALSE	31	3	0.125	-2.0794415416798357	-3.81893813809623	1.7394965964163935
amodális	adjective	12	-2.268	FALSE	30	9	0.3225806451612903	-1.1314021114911006	-2.5435828162006375	1.4121807047095367
analizál	verb	22	-1.079	FALSE	1	41	21	3.044522437723423	1.0868152468357901	1.9577071908876318
angol	adjective	50	2.182	FALSE	0	31	32	3.4657359027997265	-0.01944544938657474	3.4851813521862978
anorák	noun	20	-1.335	FALSE	7	21	2.75	1.0116009116784799	-0.8370009819735337	1.8486018936520128
antikizál	verb	4	-3.171	FALSE	18	3	0.21052631578947367	-1.55814461804655	-2.53390413381361	0.9757595157670604
antikommutatív	adjective	3	-3.393	FALSE	10	40	3.727272727272727	1.3156767939059373	0.39446992675668674	0.9212068671492509
anyajogú	adjective	21	-1.283	FALSE	7	31	4	1.3862943611198906	-0.5168601811499326	1.9031545422698222
anzágol	verb	3	-3.393	FALSE	34	2	0.08571428571428572	-2.456735772821304	-3.3779426399705548	0.9212068671492509
arapapagáj	noun	19	-1.449	FALSE	9	30	3.1	1.1314021114911006	-0.6626471335431032	1.7940492450342032
arisztokratikus	adjective	31	-0.009	FALSE	0	27	28	3.332204510175204	0.8835234817272849	2.4486810284479175
arzénsav	noun	11	-2.408	FALSE	7	27	3.5	1.252762968495368	-0.10486508759635926	1.357628056091727
asszonánc	noun	17	-1.73	FALSE	27	16	0.6071428571428571	-0.4989911661189879	-2.1839351139175727	1.6849439477985841
aszimmetrikus	adjective	36	0.521	FALSE	1	28	14.5	2.6741486494265287	-0.04729562211043831	2.721444271536965
aszinkronmotor	noun	18	-1.565	FALSE	25	13	0.5384615384615384	-0.6190392084062235	-2.3585358048226186	1.7394965964163935
asztrál	adjective	26	-0.63	FALSE	13	10	0.7857142857142857	-0.2411620568168881	-2.4170798421757596	2.1759177853588696
attasé	noun	29	-0.312	FALSE	27	14	0.5357142857142857	-0.6241543090729939	-2.9637300402852937	2.3395757312122982
augusztus	noun	50	2.215	FALSE	2	29	10	2.302585092994046	-1.1825962591922554	3.4851813521862978
ausztrál	adjective	42	1.198	FALSE	1	38	19.5	2.970414465569701	-0.07834569767412358	3.0487601632438217
bacon	noun	33	0.189	FALSE	4	22	4.6	1.5260563034950492	-1.031730022188489	2.5577863256835363
bajadér	noun	19	-1.417	FALSE	30	12	0.41935483870967744	-0.8690378470236094	-2.663087092057814	1.7940492450342032
bajnok	noun	44	1.446	FALSE	0	39	40	3.6888794541139363	0.5310139936344925	3.1578654604794414
bajuszfű	noun	6	-2.967	FALSE	13	23	1.7142857142857142	0.5389965007326869	-0.5458683122699923	1.0848648130026795
balhitű	adjective	6	-2.967	FALSE	21	26	1.2272727272727273	0.20479441264601322	-0.880070400356666	1.0848648130026795
balhézik	verb	24	-0.925	FALSE	1	34	17.5	2.8622008809294686	0.7953883928062166	2.066812488123251
balközép	adjective	30	-0.179	FALSE	1	31	16	2.772588722239781	0.3784603424096717	2.394128379830108
barát	noun	42	1.221	FALSE	0	27	28	3.332204510175204	0.2834443469313793	3.0487601632438217
belgyógyász	noun	34	0.285	FALSE	0	33	34	3.5263605246161616	0.9140215503148138	2.6123389743013457
bennég	verb	14	-2.019	FALSE	9	22	2.3	0.8329091229351039	-0.6883768790100522	1.5212860019451555
beszittyózik	verb	1	-3.87	FALSE	11	23	2	0.6931471805599453	-0.11895438935368599	0.8121015699136319
beton	noun	40	1.056	FALSE	0	27	28	3.332204510175204	0.39254964416699845	2.939654866008203
biblikus	adjective	33	0.218	FALSE	3	29	7.5	2.0149030205422647	-0.5428833051412735	2.5577863256835363
biliárd	noun	31	-0.011	FALSE	4	38	7.8	2.0541237336955462	-0.39455729475237283	2.4486810284479175
biotermék	noun	28	-0.357	FALSE	0	38	39	3.6635616461296463	1.3785385635351561	2.285023082594489
bizmut	noun	23	-0.988	FALSE	10	15	1.4545454545454546	0.3746934494414107	-1.6375663900640316	2.0122598395054414
blúz	noun	32	0.038	FALSE	1	32	16.5	2.803360380906535	0.30012670384080614	2.503233677065727
bocskor	noun	25	-0.768	FALSE	0	45	46	3.828641396489095	1.7072762597480335	2.12136513674106
bojtárkodik	verb	6	-3.025	FALSE	1	34	17.5	2.8622008809294686	1.7773360679267893	1.0848648130026795
boldog	adjective	47	1.832	FALSE	0	25	26	3.258096538021482	-0.06342686831139019	3.3215234063328696
bolgár	adjective	40	1.03	FALSE	5	23	4	1.3862943611198906	-1.5533605048883148	2.939654866008203
bolondoz	verb	12	-2.302	FALSE	1	31	16	2.772588722239781	1.3604080175302442	1.4121807047095367
ború	noun	27	-0.485	FALSE	2	29	10	2.302585092994046	0.07211465901736522	2.230470433976679
bouillon	noun	14	-2.038	FALSE	34	8	0.2571428571428571	-1.3581234841531944	-2.8794094860983503	1.5212860019451555
bronz	noun	39	0.858	FALSE	1	33	17	2.833213344056216	-0.0518888733341796	2.8851022173903935
budavirág	noun	11	-2.408	FALSE	8	27	3.111111111111111	1.1349799328389845	-0.22264812325274286	1.357628056091727
buherál	verb	13	-2.122	FALSE	6	22	3.2857142857142856	1.1895840668738364	-0.27714928645351006	1.4667333533273461
buktázik	verb	8	-2.756	FALSE	10	26	2.4545454545454546	0.8979415932059586	-0.29602851703234007	1.1939701102382985
burukkol	verb	11	-2.352	FALSE	27	10	0.39285714285714285	-0.9343092373768334	-2.291937293468561	1.357628056091727
bágyaszt	verb	14	-2.071	FALSE	5	32	5.5	1.7047480922384253	0.18346209029326924	1.5212860019451555
bárányfark	noun	5	-3.092	FALSE	8	25	2.888888888888889	1.0608719606852626	0.030559796300392898	1.03031216438487
bélyeg	noun	34	0.274	FALSE	0	17	18	2.8903717578961645	0.2780327835948167	2.6123389743013457
bír	verb	45	1.595	FALSE	0	26	27	3.295836866004329	0.08341875690707592	3.212418109097251
bóbiskol	verb	21	-1.213	FALSE	1	32	16.5	2.803360380906535	0.9002058386367117	1.9031545422698222
bódé	noun	30	-0.138	FALSE	1	36	18.5	2.917770732084279	0.5236423522541696	2.394128379830108
búcsú	noun	38	0.823	FALSE	0	32	33	3.4965075614664802	0.6659579926938941	2.830549568772584
bús	adjective	35	0.421	FALSE	1	25	13	2.5649493574615367	-0.1019422654576207	2.6668916229191555
büntetéspénz	noun	12	-2.257	FALSE	2	29	10	2.302585092994046	0.8904043882845091	1.4121807047095367
bőkezű	adjective	32	0.086	FALSE	0	28	29	3.367295829986474	0.8640621529207455	2.503233677065727
bőr	noun	47	1.869	FALSE	0	26	27	3.295836866004329	-0.025686540328543207	3.3215234063328696
bőujjú	adjective	12	-2.257	FALSE	0	38	39	3.6635616461296463	2.251380941420109	1.4121807047095367
bűvkör	noun	13	-2.217	FALSE	3	25	6.5	1.8718021769015913	0.40506882357424484	1.4667333533273461
camembert	noun	28	-0.353	FALSE	5	24	4.166666666666667	1.4271163556401458	-0.8579067269543444	2.285023082594489
cianid	noun	25	-0.711	FALSE	15	15	1	0	-2.1213651367410615	2.12136513674106
cikk	noun	49	2.096	FALSE	0	34	35	3.5553480614894135	0.12471935792092181	3.4306287035684884
cirkalmaz	verb	5	-3.092	FALSE	21	9	0.45454545454545453	-0.7884573603642702	-1.8187695247491398	1.03031216438487
cirkusz	noun	37	0.637	FALSE	0	44	45	3.8066624897703196	1.0306655696155431	2.7759969201547747
citrom	noun	41	1.081	FALSE	0	31	32	3.4657359027997265	0.4715283881737115	2.9942075146260123
cizellál	verb	12	-2.339	FALSE	10	26	2.4545454545454546	0.8979415932059586	-0.5142391115035785	1.4121807047095367
család	noun	50	2.364	FALSE	0	29	30	3.4011973816621555	-0.08398397052414583	3.4851813521862978
csapattest	noun	20	-1.301	FALSE	12	30	2.3846153846153846	0.8690378470236095	-0.979564046628404	1.8486018936520128
csapdáz	verb	4	-3.268	FALSE	5	28	4.833333333333333	1.575536360758419	0.5997768449913589	0.9757595157670604
csapáz	verb	2	-3.569	FALSE	24	13	0.56	-0.579818495252942	-1.4464727137843831	0.8666542185314414
csattog	verb	28	-0.374	FALSE	0	33	34	3.5263605246161616	1.2413374420216714	2.285023082594489
csatázik	verb	27	-0.489	FALSE	1	33	17	2.833213344056216	0.6027429100795355	2.230470433976679
cselekmény	noun	41	1.145	FALSE	0	26	27	3.295836866004329	0.3016293513783141	2.9942075146260123
csend	noun	42	1.294	FALSE	0	33	34	3.5263605246161616	0.4776003613723371	3.0487601632438217
csengettyű	noun	26	-0.622	FALSE	1	29	15	2.70805020110221	0.532132415743339	2.1759177853588696
csobog	verb	27	-0.57	FALSE	0	27	28	3.332204510175204	1.1017340761985233	2.230470433976679
csomag	noun	46	1.762	FALSE	0	34	35	3.5553480614894135	0.2883773037743505	3.26697075771506
csontdarab	noun	22	-1.165	FALSE	2	32	11	2.3978952727983707	0.44018808191073794	1.9577071908876318
csácsog	verb	8	-2.791	FALSE	16	15	0.9411764705882353	-0.060624621816434854	-1.2545947320547335	1.1939701102382985
csöndesedik	verb	14	-2.057	FALSE	0	27	28	3.332204510175204	1.8109185082300479	1.5212860019451555
csöpörög	verb	15	-1.897	FALSE	2	36	12.333333333333334	2.512305623976115	0.9364669734131492	1.5758386505629651
csüggedez	verb	8	-2.756	FALSE	5	26	4.5	1.5040773967762742	0.31010728653797565	1.1939701102382985
csüggeszt	verb	17	-1.753	FALSE	3	23	6	1.791759469228055	0.1068155214294702	1.6849439477985841
csőszház	noun	19	-1.512	FALSE	5	34	5.833333333333333	1.7635885922613586	-0.030460652772845393	1.7940492450342032
cucc	noun	40	1.051	FALSE	1	31	16	2.772588722239781	-0.16706614376842419	2.939654866008203
cugehőr	noun	7	-2.916	FALSE	29	5	0.2	-1.6094379124341003	-2.7488553740545894	1.139417461620489
cukrász	noun	35	0.377	FALSE	0	37	38	3.6375861597263857	0.9706945368072282	2.6668916229191555
cáfol	verb	30	-0.198	FALSE	0	31	32	3.4657359027997265	1.0716075229696171	2.394128379830108
célszerű	adjective	45	1.551	FALSE	0	25	26	3.258096538021482	0.045678428924228943	3.212418109097251
cím	noun	49	2.011	FALSE	0	30	31	3.4339872044851463	0.003358500916654565	3.4306287035684884
darab	noun	49	2.044	FALSE	1	29	15	2.70805020110221	-0.7225785024662816	3.4306287035684884
degusztál	verb	1	-3.87	FALSE	28	7	0.27586206896551724	-1.2878542883066382	-2.09995585822027	0.8121015699136319
dermeszt	verb	25	-0.813	FALSE	1	32	16.5	2.803360380906535	0.6819952441654733	2.12136513674106
derít	verb	32	0.012	FALSE	3	23	6	1.791759469228055	-0.7114742078376737	2.503233677065727
desszertestál	noun	3	-3.393	FALSE	5	32	5.5	1.7047480922384253	0.7835412250891748	0.9212068671492509
deszkalap	noun	21	-1.207	FALSE	1	28	14.5	2.6741486494265287	0.7709941071567056	1.9031545422698222
detonátor	noun	20	-1.31	FALSE	5	46	7.833333333333333	2.0583881324820035	0.2097862388299899	1.8486018936520128
deutérium	noun	28	-0.462	FALSE	12	17	1.3846153846153846	0.32542240043462795	-1.9596006821598622	2.285023082594489
diffamál	verb	3	-3.393	FALSE	35	3	0.1111111111111111	-2.1972245773362196	-3.11843144448547	0.9212068671492509
digitális	adjective	49	2.032	FALSE	1	23	12	2.4849066497880004	-0.9457220537804913	3.4306287035684884
diktátor	noun	37	0.599	FALSE	1	35	18	2.8903717578961645	0.1143748377413879	2.7759969201547747
dipeptid	noun	19	-1.46	FALSE	16	20	1.2352941176470589	0.21130909366720696	-1.582740151366997	1.7940492450342032
disszertál	verb	4	-3.268	FALSE	1	33	17	2.833213344056216	1.8574538282891562	0.9757595157670604
diszkretizál	verb	2	-3.569	FALSE	11	31	2.6666666666666665	0.9808292530117262	0.11417503448028524	0.8666542185314414
diviz	noun	10	-2.569	FALSE	27	2	0.10714285714285714	-2.2335922215070942	-3.536667628981012	1.3030754074739175
diáknyelv	noun	22	-1.131	FALSE	0	37	38	3.6375861597263857	1.6798789688387528	1.9577071908876318
dobbant	verb	14	-2.001	FALSE	0	28	29	3.367295829986474	1.8460098280413182	1.5212860019451555
doktorátus	noun	24	-0.82	FALSE	2	29	10	2.302585092994046	0.23577260487079402	2.066812488123251
dokumentum	noun	46	1.715	FALSE	0	35	36	3.58351893845611	0.3165481807410469	3.26697075771506
dolgozik	verb	48	1.948	FALSE	0	25	26	3.258096538021482	-0.1179795169292	3.376076054950679
dolog	noun	50	2.387	FALSE	0	27	28	3.332204510175204	-0.15297684201109749	3.4851813521862978
donhuán	noun	10	-2.472	FALSE	11	21	1.8333333333333333	0.6061358035703155	-0.6969396039036021	1.3030754074739175
dádá	noun	19	-1.428	FALSE	14	28	1.9333333333333333	0.659245628884264	-1.1348036161499397	1.7940492450342032
dán	adjective	41	1.147	FALSE	0	18	19	2.9444389791664403	-0.04976853545957476	2.9942075146260123
délceg	adjective	30	-0.228	FALSE	1	28	14.5	2.6741486494265287	0.2800202695964193	2.394128379830108
dévánkozik	verb	7	-2.916	FALSE	33	5	0.17647058823529413	-1.7346010553881064	-2.874018517008595	1.139417461620489
díjnokoskodik	verb	2	-3.569	FALSE	22	7	0.34782608695652173	-1.0560526742493137	-1.9227068927807545	0.8666542185314414
díszletez	verb	1	-3.87	FALSE	5	33	5.666666666666667	1.7346010553881064	0.922499485474475	0.8121015699136319
döföl	verb	8	-2.724	FALSE	29	10	0.36666666666666664	-1.0033021088637848	-2.1972722191020835	1.1939701102382985
dögönyöz	verb	17	-1.645	FALSE	0	39	40	3.6888794541139363	2.0039355063153512	1.6849439477985841
dölyfösködik	verb	9	-2.64	FALSE	0	36	37	3.6109179126442243	2.3623951537881163	1.248522758856108
egyenetlenkedik	verb	4	-3.171	FALSE	2	30	10.333333333333334	2.3353749158170367	1.3596154000499767	0.9757595157670604
egyenrangú	adjective	38	0.781	FALSE	2	23	8	2.0794415416798357	-0.7511080270927504	2.830549568772584
egzisztencializmus	noun	27	-0.574	FALSE	2	29	10	2.302585092994046	0.07211465901736522	2.230470433976679
egérlyuk	noun	20	-1.349	FALSE	1	40	20.5	3.0204248861443626	1.171822992492349	1.8486018936520128
elcsigázódik	verb	5	-3.092	FALSE	5	36	6.166666666666667	1.8191584434161694	0.7888462790312998	1.03031216438487
elegy	adjective	21	-1.266	FALSE	3	40	10.25	2.327277705584417	0.424123163314594	1.9031545422698222
ellenfél	noun	43	1.362	FALSE	0	33	34	3.5263605246161616	0.4230477127545274	3.103312811861631
elméskedik	verb	7	-2.916	FALSE	7	26	3.375	1.2163953243244932	0.07697786270400422	1.139417461620489
elnyűvődik	verb	4	-3.268	FALSE	6	33	4.857142857142857	1.580450375560848	0.604690859793788	0.9757595157670604
elszarusodik	verb	16	-1.798	FALSE	0	36	37	3.6109179126442243	1.9805266134634492	1.6303912991807747
embertelenedik	verb	6	-2.967	FALSE	4	39	8	2.0794415416798357	0.9945767286771565	1.0848648130026795
embertömeg	noun	30	-0.21	FALSE	0	32	33	3.4965075614664802	1.1023791816363708	2.394128379830108
engedetlenkedik	verb	13	-2.171	FALSE	0	17	18	2.8903717578961645	1.4236384045688182	1.4667333533273461
eredményez	verb	43	1.362	FALSE	0	18	19	2.9444389791664403	-0.1588738326951939	3.103312811861631
erejű	adjective	41	1.152	FALSE	0	39	40	3.6888794541139363	0.6946719394879213	2.9942075146260123
eretnek	adjective	7	-2.916	FALSE	0	33	34	3.5263605246161616	2.3869430629956727	1.139417461620489
esemény	noun	48	1.884	FALSE	0	33	34	3.5263605246161616	0.15028446966547945	3.376076054950679
eszköz	noun	48	1.983	FALSE	0	32	33	3.4965075614664802	0.12043150651579812	3.376076054950679
evakuál	verb	12	-2.339	FALSE	5	28	4.833333333333333	1.575536360758419	0.16335565604888208	1.4121807047095367
expresszlevél	noun	9	-2.666	FALSE	2	33	11.333333333333334	2.4277482359480516	1.1792254770919437	1.248522758856108
extravagáns	adjective	35	0.394	FALSE	0	26	27	3.295836866004329	0.6289452430851716	2.6668916229191555
extravert	noun	1	-3.87	FALSE	15	24	1.5625	0.44628710262841953	-0.365814467285212	0.8121015699136319
extrém	adjective	43	1.384	FALSE	0	33	34	3.5263605246161616	0.4230477127545274	3.103312811861631
ezredmásodperc	noun	25	-0.708	FALSE	3	33	8.5	2.1400661634962708	0.018701026755209266	2.12136513674106
ezüstös	adjective	34	0.281	FALSE	0	40	41	3.713572066704308	1.1012330924029603	2.6123389743013457
fajansz	noun	24	-0.829	FALSE	10	23	2.1818181818181817	0.780158557549575	-1.2866539305736768	2.066812488123251
fanatizmus	noun	30	-0.122	FALSE	1	26	13.5	2.6026896854443837	0.20856130561427427	2.394128379830108
farizeus	adjective	27	-0.491	FALSE	8	24	2.7777777777777777	1.0216512475319812	-1.2088191864446993	2.230470433976679
farkasbab	noun	13	-2.154	FALSE	9	24	2.5	0.9162907318741551	-0.5504426214531913	1.4667333533273461
fegyvergyár	noun	24	-0.842	FALSE	0	27	28	3.332204510175204	1.265392022051952	2.066812488123251
fegyverterem	noun	16	-1.849	FALSE	6	29	4.285714285714286	1.455287232606842	-0.17510406657393315	1.6303912991807747
fehérít	verb	23	-0.974	FALSE	0	29	30	3.4011973816621555	1.3889375421567132	2.0122598395054414
fekhely	noun	29	-0.287	FALSE	0	32	33	3.4965075614664802	1.1569318302541804	2.3395757312122982
felcsavaroz	verb	7	-2.829	FALSE	1	23	12	2.4849066497880004	1.3454891881675115	1.139417461620489
feledékeny	adjective	30	-0.209	FALSE	0	39	40	3.6888794541139363	1.2947510742838269	2.394128379830108
felharmonikus	adjective	23	-0.943	FALSE	17	15	0.8888888888888888	-0.11778303565638351	-2.130042875161826	2.0122598395054414
felsőfokú	adjective	43	1.323	FALSE	0	35	36	3.58351893845611	0.48020612659447576	3.103312811861631
feltupíroz	verb	6	-2.967	FALSE	1	45	23	3.1354942159291497	2.0506294029264702	1.0848648130026795
fennsík	noun	32	0.019	FALSE	2	32	11	2.3978952727983707	-0.105338404267358	2.503233677065727
fentereg	verb	9	-2.694	FALSE	19	12	0.65	-0.4307829160924542	-1.679305674948562	1.248522758856108
fenőszíj	noun	11	-2.439	FALSE	14	18	1.2666666666666666	0.23638877806423034	-1.121239278027497	1.357628056091727
fertilis	adjective	21	-1.185	FALSE	11	24	2.0833333333333335	0.7339691750802005	-1.1691853671896226	1.9031545422698222
fiatalember	noun	42	1.184	FALSE	0	33	34	3.5263605246161616	0.4776003613723371	3.0487601632438217
figyelem	noun	43	1.387	FALSE	0	42	43	3.7612001156935624	0.6578873038319283	3.103312811861631
filologizál	verb	3	-3.393	FALSE	14	22	1.5333333333333334	0.42744401482693967	-0.49376285232231093	0.9212068671492509
finomszesz	noun	18	-1.598	FALSE	2	43	14.666666666666666	2.6855773452501515	0.9460807488337571	1.7394965964163935
finálé	noun	36	0.492	FALSE	1	31	16	2.772588722239781	0.051144450702814086	2.721444271536965
firkál	verb	24	-0.912	FALSE	1	37	19	2.9444389791664403	0.8776264910431884	2.066812488123251
fjord	noun	28	-0.408	FALSE	6	23	3.4285714285714284	1.2321436812926323	-1.0528794013018579	2.285023082594489
foglaltatik	verb	33	0.166	FALSE	1	36	18.5	2.917770732084279	0.3599844064007407	2.5577863256835363
fogózkodik	verb	8	-2.791	FALSE	1	45	23	3.1354942159291497	1.9415241056908512	1.1939701102382985
folyik	verb	46	1.717	FALSE	1	37	19	2.9444389791664403	-0.32253177854862275	3.26697075771506
fon	verb	31	-0.09	FALSE	2	24	8.333333333333334	2.120263536200091	-0.32841749224782807	2.4486810284479175
fonógép	noun	16	-1.862	FALSE	0	32	33	3.4965075614664802	1.866116262285705	1.6303912991807747
forgalom	noun	45	1.57	FALSE	0	35	36	3.58351893845611	0.3711008293588567	3.212418109097251
forgatókönyv	noun	40	1.045	FALSE	1	17	9	2.1972245773362196	-0.7424302886719858	2.939654866008203
forgórész	noun	29	-0.244	FALSE	1	26	13.5	2.6026896854443837	0.26311395423208384	2.3395757312122982
forog	verb	40	1.046	FALSE	0	30	31	3.4339872044851463	0.49433233847694086	2.939654866008203
forrpont	noun	18	-1.542	FALSE	12	13	1.0769230769230769	0.074107972153721835	-1.6653886242626725	1.7394965964163935
forróvérű	adjective	24	-0.901	FALSE	0	25	26	3.258096538021482	1.1912840498982302	2.066812488123251
fotoszenzibilis	adjective	7	-2.829	FALSE	10	26	2.4545454545454546	0.8979415932059586	-0.24147586841453048	1.139417461620489
fotoszintetikus	adjective	26	-0.691	FALSE	1	41	21	3.044522437723423	0.868604652364552	2.1759177853588696
frakcionál	verb	8	-2.791	FALSE	4	31	6.4	1.8562979903656263	0.6623278801273278	1.1939701102382985
friss	adjective	49	2.081	FALSE	0	37	38	3.6375861597263857	0.20695745615789396	3.4306287035684884
frizíroz	verb	2	-3.569	FALSE	21	14	0.6818181818181818	-0.38299225225610584	-1.249646470787547	0.8666542185314414
frontszakasz	noun	19	-1.472	FALSE	0	40	41	3.713572066704308	1.9195228216701041	1.7940492450342032
funkcionális	adjective	42	1.255	FALSE	2	32	11	2.3978952727983707	-0.6508648904454538	3.0487601632438217
fut	verb	44	1.461	FALSE	1	25	13	2.5649493574615367	-0.592916103017907	3.1578654604794414
fázik	verb	33	0.226	FALSE	0	33	34	3.5263605246161616	0.9685741989326235	2.5577863256835363
fél	noun	47	1.813	FALSE	0	29	30	3.4011973816621555	0.07967397532928314	3.3215234063328696
félelem	noun	44	1.451	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
félvariogram	noun	10	-2.509	FALSE	21	2	0.13636363636363635	-1.9924301646902063	-3.295505572164124	1.3030754074739175
fény	noun	47	1.794	FALSE	1	32	16.5	2.803360380906535	-0.5181630254263374	3.3215234063328696
fényesít	verb	20	-1.369	FALSE	0	22	23	3.1354942159291497	1.286892322277136	1.8486018936520128
fényképezőgép	noun	40	0.963	FALSE	0	31	32	3.4657359027997265	0.5260810367915212	2.939654866008203
fókabőr	noun	17	-1.677	FALSE	3	29	7.5	2.0149030205422647	0.3299590727436799	1.6849439477985841
fókázik	verb	9	-2.666	FALSE	1	30	15.5	2.740840023925201	1.492317265069093	1.248522758856108
föld	noun	47	1.795	FALSE	1	26	13.5	2.6026896854443837	-0.7188337208884885	3.3215234063328696
föllélegez	verb	3	-3.393	FALSE	1	38	19.5	2.970414465569701	2.04920759842045	0.9212068671492509
függ	verb	48	1.905	FALSE	0	33	34	3.5263605246161616	0.15028446966547945	3.376076054950679
fürkész	verb	24	-0.829	FALSE	1	23	12	2.4849066497880004	0.41809416166474844	2.066812488123251
füvesít	verb	11	-2.379	FALSE	0	38	39	3.6635616461296463	2.305933590037919	1.357628056091727
