word	pos	bin	lfpm10r	nonce_word	incorrect_answers	correct_answers	correct_odds	correct_log_odds	residual	pred
főispán	noun	33	0.177	FALSE	3	29	7.5	2.0149030205422647	-0.5428833051412735	2.5577863256835363
fűtőanyag	noun	30	-0.156	FALSE	0	22	23	3.1354942159291497	0.7413658360990403	2.394128379830108
fűződik	verb	41	1.102	FALSE	2	21	7.333333333333333	1.992430164690206	-1.001777349935809	2.9942075146260123
gaz	adjective	33	0.213	FALSE	4	30	6.2	1.824549292051046	-0.7332370336324922	2.5577863256835363
gazdag	adjective	48	1.977	FALSE	0	27	28	3.332204510175204	-0.043871544775478326	3.376076054950679
genom	noun	32	0.016	FALSE	6	28	4.142857142857143	1.421385680931161	-1.0818479961345677	2.503233677065727
gerencsér	noun	18	-1.63	FALSE	5	21	3.6666666666666665	1.2992829841302609	-0.4402136122861335	1.7394965964163935
germán	adjective	36	0.541	FALSE	1	28	14.5	2.6741486494265287	-0.04729562211043831	2.721444271536965
glosszáz	verb	2	-3.569	FALSE	17	17	1	0	-0.866654218531441	0.8666542185314414
glükóz	noun	35	0.41	FALSE	3	35	9	2.1972245773362196	-0.46966704558293787	2.6668916229191555
gond	noun	48	1.92	FALSE	0	33	34	3.5263605246161616	0.15028446966547945	3.376076054950679
gondol	verb	43	1.385	FALSE	0	39	40	3.6888794541139363	0.5855666422523021	3.103312811861631
gondoskodik	verb	45	1.605	FALSE	1	27	14	2.6390573296152584	-0.5733607794819947	3.212418109097251
grafikon	noun	35	0.471	FALSE	3	36	9.25	2.224623551524334	-0.44226807139482344	2.6668916229191555
gráf	noun	32	0.062	FALSE	3	33	8.5	2.1400661634962708	-0.3631675135694579	2.503233677065727
gróf	noun	42	1.267	FALSE	0	30	31	3.4339872044851463	0.3852270412413218	3.0487601632438217
gubóvirág	noun	13	-2.18	FALSE	3	36	9.25	2.224623551524334	0.7578901981969876	1.4667333533273461
gyakornokoskodik	verb	15	-1.897	FALSE	1	30	15.5	2.740840023925201	1.1650013733622353	1.5758386505629651
gyapot	noun	30	-0.198	FALSE	2	21	7.333333333333333	1.992430164690206	-0.4016982151399034	2.394128379830108
gyerek	noun	49	2.08	FALSE	2	33	11.333333333333334	2.4277482359480516	-1.0028804676204401	3.4306287035684884
gyámpont	noun	1	-3.87	FALSE	18	18	1	0	-0.8121015699136314	0.8121015699136319
gyárt	verb	39	0.859	FALSE	0	31	32	3.4657359027997265	0.5806336854093308	2.8851022173903935
gyász	noun	38	0.714	FALSE	0	36	37	3.6109179126442243	0.7803683438716382	2.830549568772584
gyíkfű	noun	17	-1.746	FALSE	7	34	4.375	1.4759065198095778	-0.20903742798900699	1.6849439477985841
gyógyszerész	noun	37	0.618	FALSE	0	37	38	3.6375861597263857	0.861589239571609	2.7759969201547747
gyülemlik	verb	22	-1.145	FALSE	3	27	7	1.9459101490553132	-0.011797041832319487	1.9577071908876318
gyűjt	verb	39	0.919	FALSE	0	27	28	3.332204510175204	0.447102292784808	2.8851022173903935
gyűjtemény	noun	41	1.112	FALSE	0	27	28	3.332204510175204	0.3379969955491888	2.9942075146260123
gyűrűz	verb	13	-2.171	FALSE	0	32	33	3.4965075614664802	2.0297742081391337	1.4667333533273461
gép	noun	48	1.909	FALSE	0	32	33	3.4965075614664802	0.12043150651579812	3.376076054950679
gézengúz	noun	23	-0.982	FALSE	0	31	32	3.4657359027997265	1.4534760632942842	2.0122598395054414
gór	verb	16	-1.849	FALSE	19	15	0.8	-0.2231435513142097	-1.853534850494985	1.6303912991807747
gótikus	adjective	39	0.853	FALSE	0	35	36	3.58351893845611	0.6984167210657142	2.8851022173903935
had	noun	37	0.644	FALSE	3	29	7.5	2.0149030205422647	-0.761093899612512	2.7759969201547747
hadijáték	noun	22	-1.139	FALSE	1	39	20	2.995732273553991	1.038025082666358	1.9577071908876318
hagy	verb	43	1.402	FALSE	1	32	16.5	2.803360380906535	-0.2999524309550993	3.103312811861631
hajcsárkodik	verb	7	-2.916	FALSE	4	36	7.4	2.0014800002101243	0.8620625385896354	1.139417461620489
hajlik	verb	36	0.575	FALSE	0	25	26	3.258096538021482	0.5366522664845151	2.721444271536965
halad	verb	44	1.521	FALSE	0	25	26	3.258096538021482	0.10023107754203839	3.1578654604794414
halmajonéz	noun	1	-3.87	FALSE	24	15	0.64	-0.4462871026284195	-1.2583886725420508	0.8121015699136319
halom	noun	37	0.685	FALSE	4	28	5.8	1.7578579175523736	-1.0181390026024029	2.7759969201547747
hamburger	noun	34	0.337	FALSE	0	27	28	3.332204510175204	0.719865535873856	2.6123389743013457
hamispénz	noun	13	-2.189	FALSE	0	33	34	3.5263605246161616	2.059627171288815	1.4667333533273461
hangyabogáncs	noun	14	-2.001	FALSE	14	26	1.8	0.5877866649021191	-0.9334993370430369	1.5212860019451555
hantáz	verb	4	-3.268	FALSE	5	31	5.333333333333333	1.6739764335716716	0.6982169178046115	0.9757595157670604
harmonikus	adjective	41	1.175	FALSE	0	29	30	3.4011973816621555	0.40698986703614043	2.9942075146260123
harsonázik	verb	13	-2.18	FALSE	0	36	37	3.6109179126442243	2.1441845593168773	1.4667333533273461
hasonértékű	adjective	9	-2.615	FALSE	8	39	4.444444444444445	1.491654876777717	0.24313211792160885	1.248522758856108
hasznosít	verb	29	-0.333	FALSE	1	27	14	2.6390573296152584	0.2994815984029585	2.3395757312122982
hatalom	noun	46	1.658	FALSE	0	25	26	3.258096538021482	-0.008874219693580855	3.26697075771506
határidejű	adjective	35	0.448	FALSE	1	28	14.5	2.6741486494265287	0.007257026507371318	2.6668916229191555
hatékony	adjective	48	1.967	FALSE	0	28	29	3.367295829986474	-0.008780224964207987	3.376076054950679
hazardíroz	verb	12	-2.257	FALSE	8	27	3.111111111111111	1.1349799328389845	-0.2772007718705525	1.4121807047095367
hazardírozik	verb	17	-1.674	FALSE	7	26	3.375	1.2163953243244932	-0.4685486234740916	1.6849439477985841
hecsedlilekvár	noun	10	-2.528	FALSE	17	18	1.0555555555555556	0.05406722127027579	-1.2490081862036417	1.3030754074739175
hegelianizmus	noun	15	-1.989	FALSE	25	9	0.38461538461538464	-0.9555114450274363	-2.5313500955904025	1.5758386505629651
hegyipáfrány	noun	3	-3.393	FALSE	4	31	6.4	1.8562979903656263	0.9350911232163758	0.9212068671492509
heherész	verb	7	-2.829	FALSE	10	27	2.5454545454545454	0.9343092373768334	-0.20510822424365557	1.139417461620489
hejehujázik	verb	8	-2.756	FALSE	3	41	10.5	2.3513752571634776	1.1574051469251792	1.1939701102382985
heliotropizmus	noun	9	-2.64	FALSE	20	23	1.1428571428571428	0.13353139262452257	-1.1149913662315851	1.248522758856108
hely	noun	50	2.2	FALSE	2	36	12.333333333333334	2.512305623976115	-0.9728757282101864	3.4851813521862978
helyezkedik	verb	45	1.552	FALSE	0	29	30	3.4011973816621555	0.18877927256490226	3.212418109097251
hengerszimmetrikus	adjective	16	-1.802	FALSE	4	38	7.8	2.0541237336955462	0.42373243451477105	1.6303912991807747
hermetizál	verb	1	-3.87	FALSE	6	26	3.857142857142857	1.349926716949016	0.5378251470353845	0.8121015699136319
heveny	adjective	36	0.516	FALSE	2	23	8	2.0794415416798357	-0.6420027298571312	2.721444271536965
heveredik	verb	17	-1.642	FALSE	2	30	10.333333333333334	2.3353749158170367	0.650430968018452	1.6849439477985841
hidegház	noun	10	-2.509	FALSE	3	30	7.75	2.0476928433652555	0.7446174358913379	1.3030754074739175
hidegtál	noun	25	-0.8	FALSE	1	39	20	2.995732273553991	0.8743671368129293	2.12136513674106
hidroxid	noun	27	-0.536	FALSE	1	28	14.5	2.6741486494265287	0.44367821544984803	2.230470433976679
hierarchikus	adjective	36	0.553	FALSE	3	28	7.25	1.9810014688665833	-0.7404428026703836	2.721444271536965
hivatalnokoskodik	verb	7	-2.829	FALSE	0	42	43	3.7612001156935624	2.6217826540730735	1.139417461620489
hiányzik	verb	46	1.691	FALSE	1	34	17.5	2.8622008809294686	-0.40476987678559445	3.26697075771506
hokizik	verb	18	-1.542	FALSE	1	39	20	2.995732273553991	1.2562356771375967	1.7394965964163935
holdvilág	noun	28	-0.363	FALSE	2	36	12.333333333333334	2.512305623976115	0.22728254138162454	2.285023082594489
holland	adjective	44	1.461	FALSE	0	38	39	3.6635616461296463	0.5056961856502026	3.1578654604794414
holografikus	adjective	31	-0.023	FALSE	1	38	19.5	2.970414465569701	0.521733437121782	2.4486810284479175
holttest	noun	34	0.301	FALSE	0	22	23	3.1354942159291497	0.5231552416278019	2.6123389743013457
homeomorfizmus	noun	10	-2.509	FALSE	13	25	1.8571428571428572	0.6190392084062235	-0.6840361990676941	1.3030754074739175
homlok	noun	34	0.295	FALSE	0	30	31	3.4339872044851463	0.8216482301837985	2.6123389743013457
homok	noun	39	0.936	FALSE	2	35	12	2.4849066497880004	-0.40019556760239544	2.8851022173903935
homoktölcsér	noun	8	-2.756	FALSE	4	39	8	2.0794415416798357	0.8854714314415373	1.1939701102382985
homokzátony	noun	18	-1.552	FALSE	3	30	7.75	2.0476928433652555	0.3081962469488611	1.7394965964163935
homályosít	verb	18	-1.596	FALSE	1	40	20.5	3.0204248861443626	1.2809282897279683	1.7394965964163935
hordócsap	noun	7	-2.87	FALSE	0	36	37	3.6109179126442243	2.4715004510237355	1.139417461620489
horganyfehér	adjective	7	-2.829	FALSE	17	16	0.9444444444444444	-0.05715841383994864	-1.1965758754604376	1.139417461620489
horizont	noun	34	0.296	FALSE	2	31	10.666666666666666	2.367123614131617	-0.2452153601697308	2.6123389743013457
hossz	noun	38	0.738	FALSE	0	30	31	3.4339872044851463	0.6034376357125601	2.830549568772584
hosszall	verb	6	-3.025	FALSE	14	18	1.2666666666666666	0.23638877806423034	-0.8484760349384488	1.0848648130026795
hull	verb	36	0.575	FALSE	2	31	10.666666666666666	2.367123614131617	-0.35432065740535007	2.721444271536965
hullik	verb	37	0.611	FALSE	0	37	38	3.6375861597263857	0.861589239571609	2.7759969201547747
hullong	verb	16	-1.81	FALSE	22	10	0.4782608695652174	-0.7375989431307791	-2.3679902423115546	1.6303912991807747
hullámzik	verb	32	0.076	FALSE	0	33	34	3.5263605246161616	1.0231268475504331	2.503233677065727
hurok	noun	34	0.328	FALSE	0	32	33	3.4965075614664802	0.8841685871651325	2.6123389743013457
háborúzik	verb	25	-0.744	FALSE	0	28	29	3.367295829986474	1.2459306932454126	2.12136513674106
hálózsák	noun	31	-0.037	FALSE	1	36	18.5	2.917770732084279	0.46908970363635993	2.4486810284479175
háromfedélzetű	adjective	8	-2.791	FALSE	7	26	3.375	1.2163953243244932	0.022425214086194654	1.1939701102382985
hátall	verb	6	-3.025	FALSE	28	16	0.5862068965517241	-0.534082485930258	-1.6189472989329372	1.0848648130026795
háziasszony	noun	36	0.565	FALSE	0	31	32	3.4657359027997265	0.7442916312627595	2.721444271536965
háznép	noun	24	-0.832	FALSE	3	28	7.25	1.9810014688665833	-0.08581101925666856	2.066812488123251
házorom	noun	10	-2.472	FALSE	9	24	2.5	0.9162907318741551	-0.38678467559976254	1.3030754074739175
hérósz	noun	7	-2.829	FALSE	10	25	2.3636363636363638	0.8602012652231116	-0.2792161963973775	1.139417461620489
híd	noun	44	1.454	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
hízelkedik	verb	15	-1.879	FALSE	2	28	9.666666666666666	2.268683541318364	0.6928448907553986	1.5758386505629651
hübrisz	noun	24	-0.863	FALSE	14	10	0.7333333333333333	-0.3101549283038396	-2.376967416427092	2.066812488123251
ideál	noun	31	-0.024	FALSE	0	23	24	3.1780538303479458	0.7293728019000268	2.4486810284479175
időszak	noun	48	1.939	FALSE	0	30	31	3.4339872044851463	0.05791114953446414	3.376076054950679
időszerű	adjective	38	0.764	FALSE	0	25	26	3.258096538021482	0.4275469692488959	2.830549568772584
ifjít	verb	5	-3.092	FALSE	20	16	0.8095238095238095	-0.2113090936672069	-1.2416212580520765	1.03031216438487
igaz	adjective	50	2.346	FALSE	0	35	36	3.58351893845611	0.09833758626980862	3.4851813521862978
igásjószág	noun	11	-2.393	FALSE	6	34	5	1.6094379124341003	0.2518098563423729	1.357628056091727
igény	noun	48	1.885	FALSE	0	28	29	3.367295829986474	-0.008780224964207987	3.376076054950679
illegális	adjective	44	1.425	FALSE	0	24	25	3.2188758248682006	0.06101036438875682	3.1578654604794414
illetődik	verb	13	-2.189	FALSE	0	30	31	3.4339872044851463	1.9672538511578	1.4667333533273461
impúrum	noun	5	-3.092	FALSE	24	3	0.16	-1.8325814637483102	-2.8628936281331803	1.03031216438487
imád	verb	36	0.508	FALSE	0	32	33	3.4965075614664802	0.7750632899295132	2.721444271536965
indulatú	adjective	29	-0.32	FALSE	3	32	8.25	2.1102132003465894	-0.22936253086571046	2.3395757312122982
infimum	noun	12	-2.339	FALSE	27	6	0.25	-1.3862943611198906	-2.798475065829428	1.4121807047095367
ingváll	noun	21	-1.276	FALSE	16	16	1	0	-1.9031545422698233	1.9031545422698222
ingyenbeteg	noun	2	-3.569	FALSE	16	21	1.2941176470588236	0.25782910930209985	-0.6088251092293411	0.8666542185314414
inhumánus	adjective	16	-1.784	FALSE	6	34	5	1.6094379124341003	-0.020953386746674893	1.6303912991807747
inspekcióz	verb	2	-3.569	FALSE	12	21	1.6923076923076923	0.5260930958967791	-0.3405611226346619	0.8666542185314414
interpretátor	noun	19	-1.452	FALSE	2	43	14.666666666666666	2.6855773452501515	0.8915281002159476	1.7940492450342032
intézmény	noun	50	2.199	FALSE	0	26	27	3.295836866004329	-0.18934448618197217	3.4851813521862978
ion	noun	33	0.155	FALSE	8	31	3.5555555555555554	1.2685113254635072	-1.289275000220031	2.5577863256835363
irracionalizmus	noun	22	-1.058	FALSE	2	39	13.333333333333334	2.5902671654458267	0.632559974558194	1.9577071908876318
irány	noun	43	1.373	FALSE	0	23	24	3.1780538303479458	0.0747410184863116	3.103312811861631
istenhozzád	noun	16	-1.821	FALSE	9	29	3	1.0986122886681098	-0.5317790105126654	1.6303912991807747
istenkedik	verb	13	-2.18	FALSE	2	31	10.666666666666666	2.367123614131617	0.9003902608042705	1.4667333533273461
istác	noun	6	-3.025	FALSE	24	4	0.2	-1.6094379124341003	-2.69430272543678	1.0848648130026795
iszlám	adjective	42	1.246	FALSE	1	29	15	2.70805020110221	-0.3407099621416144	3.0487601632438217
ivarsejt	noun	25	-0.732	FALSE	0	34	35	3.5553480614894135	1.433982924748352	2.12136513674106
jelez	verb	40	0.991	FALSE	0	27	28	3.332204510175204	0.39254964416699845	2.939654866008203
jog	noun	49	2.082	FALSE	1	33	17	2.833213344056216	-0.5974153595122755	3.4306287035684884
jogosult	noun	43	1.35	FALSE	0	29	30	3.4011973816621555	0.2978845698005213	3.103312811861631
jármű	noun	45	1.595	FALSE	0	28	29	3.367295829986474	0.15487772088922094	3.212418109097251
jégkárosult	noun	8	-2.791	FALSE	6	31	4.571428571428571	1.519825753744413	0.32585564350611457	1.1939701102382985
jóltart	verb	5	-3.092	FALSE	4	32	6.6	1.8870696490323797	0.8567574846475101	1.03031216438487
kabin	noun	35	0.416	FALSE	0	28	29	3.367295829986474	0.7004042070673167	2.6668916229191555
kalcium	noun	40	1.004	FALSE	5	33	5.666666666666667	1.7346010553881064	-1.205053810620099	2.939654866008203
kalligrafál	verb	4	-3.268	FALSE	11	21	1.8333333333333333	0.6061358035703155	-0.3696237121967446	0.9757595157670604
kalmárszellem	noun	17	-1.694	FALSE	13	26	1.9285714285714286	0.6567795363890705	-1.0281644114095143	1.6849439477985841
kampány	noun	44	1.444	FALSE	0	36	37	3.6109179126442243	0.4530524521647806	3.1578654604794414
kanalaz	verb	20	-1.325	FALSE	2	33	11.333333333333334	2.4277482359480516	0.579146342296038	1.8486018936520128
kandíroz	verb	4	-3.268	FALSE	5	32	5.5	1.7047480922384253	0.7289885764713652	0.9757595157670604
kap	verb	50	2.152	FALSE	1	32	16.5	2.803360380906535	-0.6818209712797664	3.4851813521862978
kapirgál	verb	22	-1.075	FALSE	0	32	33	3.4965075614664802	1.5388003705788473	1.9577071908876318
kapu	noun	43	1.358	FALSE	0	30	31	3.4339872044851463	0.3306743926235121	3.103312811861631
karakter	noun	44	1.43	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
karamboloz	verb	3	-3.393	FALSE	5	39	6.666666666666667	1.8971199848858813	0.9759131177366308	0.9212068671492509
kardorrú	adjective	10	-2.569	FALSE	3	35	9	2.1972245773362196	0.894149169862302	1.3030754074739175
karikáz	verb	12	-2.279	FALSE	2	37	12.666666666666666	2.538973871058276	1.1267931663487392	1.4121807047095367
katéterez	verb	9	-2.694	FALSE	3	32	8.25	2.1102132003465894	0.8616904414904814	1.248522758856108
kedvezmény	noun	44	1.495	FALSE	0	33	34	3.5263605246161616	0.3684950641367178	3.1578654604794414
kencéz	verb	2	-3.569	FALSE	6	17	2.5714285714285716	0.9444616088408515	0.07780739030941056	0.8666542185314414
kerekedik	verb	34	0.305	FALSE	1	27	14	2.6390573296152584	0.026718355313910612	2.6123389743013457
keresztyén	adjective	38	0.818	FALSE	5	26	4.5	1.5040773967762742	-1.326472171996312	2.830549568772584
keresztény	adjective	47	1.817	FALSE	0	25	26	3.258096538021482	-0.06342686831139019	3.3215234063328696
keserűgyökér	noun	9	-2.694	FALSE	1	32	16.5	2.803360380906535	1.554837622050427	1.248522758856108
keskeny	adjective	41	1.171	FALSE	0	26	27	3.295836866004329	0.3016293513783141	2.9942075146260123
keszon	noun	18	-1.565	FALSE	19	9	0.5	-0.6931471805599453	-2.4326437769763403	1.7394965964163935
kettősfém	noun	8	-2.756	FALSE	8	26	3	1.0986122886681098	-0.09535782157018871	1.1939701102382985
kiabál	verb	34	0.316	FALSE	0	34	35	3.5553480614894135	0.9430090871880658	2.6123389743013457
kibogarász	verb	1	-3.87	FALSE	2	33	11.333333333333334	2.4277482359480516	1.6156466660344202	0.8121015699136319
kihalász	verb	12	-2.257	FALSE	1	32	16.5	2.803360380906535	1.391179676196998	1.4121807047095367
kilogramm	noun	38	0.777	FALSE	0	32	33	3.4965075614664802	0.6659579926938941	2.830549568772584
kirugódik	verb	3	-3.393	FALSE	5	23	4	1.3862943611198906	0.46508749397064003	0.9212068671492509
király	noun	48	1.96	FALSE	0	42	43	3.7612001156935624	0.38512406074288025	3.376076054950679
kiskanál	noun	35	0.383	FALSE	0	33	34	3.5263605246161616	0.8594689016970041	2.6668916229191555
kislány	noun	44	1.415	FALSE	1	28	14.5	2.6741486494265287	-0.48371681105291503	3.1578654604794414
kispárlófű	noun	8	-2.756	FALSE	20	17	0.8571428571428571	-0.15415067982725836	-1.348120790065557	1.1939701102382985
kistányér	noun	23	-0.973	FALSE	0	37	38	3.6375861597263857	1.6253263202209434	2.0122598395054414
kisujj	noun	29	-0.286	FALSE	1	40	20.5	3.0204248861443626	0.6808491549320628	2.3395757312122982
kitin	noun	23	-0.946	FALSE	6	28	4.142857142857143	1.421385680931161	-0.5908741585742814	2.0122598395054414
kivitelez	verb	27	-0.488	FALSE	1	33	17	2.833213344056216	0.6027429100795355	2.230470433976679
klassz	adjective	39	0.92	FALSE	0	32	33	3.4965075614664802	0.6114053440760845	2.8851022173903935
kliens	noun	40	0.973	FALSE	1	39	20	2.995732273553991	0.05607740754578552	2.939654866008203
klozettpapír	noun	10	-2.49	FALSE	3	36	9.25	2.224623551524334	0.9215481440504164	1.3030754074739175
klímatérkép	noun	5	-3.092	FALSE	1	40	20.5	3.0204248861443626	1.9901127217594927	1.03031216438487
klór	noun	34	0.283	FALSE	3	26	6.75	1.9095425048844386	-0.7027964694169092	2.6123389743013457
koegzisztál	verb	8	-2.756	FALSE	20	13	0.6666666666666666	-0.40546510810816444	-1.599435218346463	1.1939701102382985
koenzim	noun	31	0.003	FALSE	9	24	2.5	0.9162907318741551	-1.532390296573764	2.4486810284479175
kollapszus	noun	22	-1.065	FALSE	26	19	0.7407407407407407	-0.30010459245033816	-2.257811783337971	1.9577071908876318
kollektivizál	verb	7	-2.829	FALSE	0	41	42	3.7376696182833684	2.5982521566628796	1.139417461620489
kollektív	adjective	43	1.338	FALSE	0	22	23	3.1354942159291497	0.03218140406751551	3.103312811861631
kolonizál	verb	14	-2.099	FALSE	9	26	2.7	0.9932517730102834	-0.5280342289348725	1.5212860019451555
kolosszális	adjective	29	-0.298	FALSE	2	33	11.333333333333334	2.4277482359480516	0.08817250473575167	2.3395757312122982
komoly	adjective	50	2.29	FALSE	1	30	15.5	2.740840023925201	-0.7443413282611003	3.4851813521862978
komolyodik	verb	26	-0.609	FALSE	1	34	17.5	2.8622008809294686	0.6862830955705975	2.1759177853588696
komplex	adjective	46	1.745	FALSE	1	29	15	2.70805020110221	-0.5589205566128529	3.26697075771506
komál	verb	14	-2.031	FALSE	8	30	3.4444444444444446	1.236762627148927	-0.28452337479622913	1.5212860019451555
kondenzcsík	noun	23	-1.009	FALSE	5	20	3.5	1.252762968495368	-0.7594968710100742	2.0122598395054414
konföderatív	adjective	20	-1.324	FALSE	8	25	2.888888888888889	1.0608719606852626	-0.787729932966751	1.8486018936520128
kongóvörös	adjective	8	-2.724	FALSE	10	22	2.090909090909091	0.7375989431307791	-0.4563711671075195	1.1939701102382985
kontinuáns	adjective	1	-3.87	FALSE	31	16	0.53125	-0.6325225587435105	-1.4446241286571417	0.8121015699136319
kontrapunkt	noun	17	-1.743	FALSE	31	15	0.5	-0.6931471805599453	-2.37809112835853	1.6849439477985841
konverzál	verb	6	-2.967	FALSE	13	33	2.4285714285714284	0.8873031950009027	-0.19756161800177652	1.0848648130026795
konzílium	noun	26	-0.597	FALSE	6	16	2.4285714285714284	0.8873031950009027	-1.2886145903579684	2.1759177853588696
kopp	noun	28	-0.43	FALSE	2	36	12.333333333333334	2.512305623976115	0.22728254138162454	2.285023082594489
kormányrúd	noun	25	-0.736	FALSE	1	35	18	2.8903717578961645	0.769006621155103	2.12136513674106
korog	verb	26	-0.628	FALSE	1	28	14.5	2.6741486494265287	0.49823086406765765	2.1759177853588696
korrektúrázik	verb	7	-2.916	FALSE	5	26	4.5	1.5040773967762742	0.3646599351557852	1.139417461620489
krakéler	noun	19	-1.411	FALSE	35	3	0.1111111111111111	-2.1972245773362196	-3.991273822370423	1.7940492450342032
kritikus	adjective	44	1.526	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
krém	noun	43	1.312	FALSE	0	31	32	3.4657359027997265	0.3624230909380924	3.103312811861631
kuktáskodik	verb	13	-2.122	FALSE	1	31	16	2.772588722239781	1.3058553689124348	1.4667333533273461
kulcscsont	noun	27	-0.536	FALSE	1	28	14.5	2.6741486494265287	0.44367821544984803	2.230470433976679
kulináris	adjective	37	0.6	FALSE	6	22	3.2857142857142856	1.1895840668738364	-1.58641285328094	2.7759969201547747
kultúrállam	noun	16	-1.829	FALSE	4	24	5	1.6094379124341003	-0.020953386746674893	1.6303912991807747
kunkorít	verb	5	-3.092	FALSE	3	29	7.5	2.0149030205422647	0.9845908561573951	1.03031216438487
kurtít	verb	12	-2.237	FALSE	7	20	2.625	0.965080896043587	-0.4470998086659499	1.4121807047095367
kurzivál	verb	5	-3.092	FALSE	28	11	0.41379310344827586	-0.8823891801984737	-1.9127013445833434	1.03031216438487
kurzív	adjective	25	-0.736	FALSE	13	18	1.3571428571428572	0.3053816495511819	-1.8159834871898797	2.12136513674106
kvártélyoz	verb	2	-3.569	FALSE	7	26	3.375	1.2163953243244932	0.3497411057930522	0.8666542185314414
kvéker	adjective	17	-1.672	FALSE	22	15	0.6956521739130435	-0.3629054936893685	-2.0478494414879536	1.6849439477985841
káder	noun	26	-0.593	FALSE	14	17	1.2	0.1823215567939546	-1.9935962285649165	2.1759177853588696
káinbélyeg	noun	3	-3.393	FALSE	21	11	0.5454545454545454	-0.6061358035703156	-1.5273426707195663	0.9212068671492509
kán	noun	34	0.248	FALSE	4	22	4.6	1.5260563034950492	-1.0862826708062985	2.6123389743013457
kárpit	noun	33	0.194	FALSE	1	32	16.5	2.803360380906535	0.2455740552229966	2.5577863256835363
kárörvend	verb	18	-1.603	FALSE	1	29	15	2.70805020110221	0.96855360468581575	1.7394965964163935
kékellik	verb	14	-2.092	FALSE	10	24	2.272727272727273	0.8209805520698303	-0.7003054498753256	1.5212860019451555
kékít	verb	9	-2.591	FALSE	1	31	16	2.772588722239781	1.5240659633836733	1.248522758856108
kép	noun	50	2.152	FALSE	0	33	34	3.5263605246161616	0.04117917242986028	3.4851813521862978
kér	verb	44	1.48	FALSE	0	31	32	3.4657359027997265	0.30787044232028277	3.1578654604794414
késik	verb	38	0.737	FALSE	0	29	30	3.4011973816621555	0.5706478128895693	2.830549568772584
kész	adjective	47	1.833	FALSE	0	35	36	3.58351893845611	0.26199553212323756	3.3215234063328696
